userCode,age,company,gender,total_trips,avg_flight_price,avg_distance,avg_flight_time,avg_days,avg_hotel_price,total_trips_without_hotel_bookings,from_Aracaju (SE),from_Brasilia (DF),from_Campo Grande (MS),from_Florianopolis (SC),from_Natal (RN),from_Recife (PE),from_Rio de Janeiro (RJ),from_Salvador (BH),from_Sao Paulo (SP),to_Aracaju (SE),to_Brasilia (DF),to_Campo Grande (MS),to_Florianopolis (SC),to_Natal (RN),to_Recife (PE),to_Rio de Janeiro (RJ),to_Salvador (BH),to_Sao Paulo (SP),flightType_economic,flightType_firstClass,flightType_premium,agency_CloudFy,agency_FlyingDrops,agency_Rainbow,hotel_Hotel A,hotel_Hotel AF,hotel_Hotel AU,hotel_Hotel BD,hotel_Hotel BP,hotel_Hotel BW,hotel_Hotel CB,hotel_Hotel K,hotel_Hotel Z,place_Aracaju (SE),place_Brasilia (DF),place_Campo Grande (MS),place_Florianopolis (SC),place_Natal (RN),place_Recife (PE),place_Rio de Janeiro (RJ),place_Salvador (BH),place_Sao Paulo (SP),flight_year_2019.0,flight_year_2020.0,flight_year_2021.0,flight_year_2022.0,flight_year_2023.0,flight_month_1.0,flight_month_2.0,flight_month_3.0,flight_month_4.0,flight_month_5.0,flight_month_6.0,flight_month_7.0,flight_month_8.0,flight_month_9.0,flight_month_10.0,flight_month_11.0,flight_month_12.0,flight_is_weekend_False,flight_is_weekend_True,hotel_year_2019.0,hotel_year_2020.0,hotel_year_2021.0,hotel_year_2022.0,hotel_year_2023.0,hotel_month_1.0,hotel_month_2.0,hotel_month_3.0,hotel_month_4.0,hotel_month_5.0,hotel_month_6.0,hotel_month_7.0,hotel_month_8.0,hotel_month_9.0,hotel_month_10.0,hotel_month_11.0,hotel_month_12.0,hotel_is_weekend_False
14.0,37,4You,male,40,933.178375,511.10725,1.3282500000000002,2.4444444444444446,222.43444444444447,31,15,17,8,3,5,14,5,9,4,15,17,8,3,5,14,5,9,4,24,36,20,42,12,26,2,0,0,2,0,2,4,8,0,0,0,2,2,2,0,4,8,0,28,52,0,0,0,9,8,9,9,9,8,0,0,2,9,8,9,62,18,8,10,0,0,0,0,2,4,0,4,0,0,0,0,6,2,0,80
15.0,56,4You,female,148,924.2652364864864,510.2797972972973,1.3258108108108109,2.4468085106382977,198.3640425531915,101,56,59,30,15,16,64,22,15,19,56,59,30,15,16,64,22,15,19,92,118,86,150,32,114,6,8,12,8,4,20,12,14,10,10,4,20,6,8,12,12,14,8,28,105,104,59,0,27,24,26,26,27,25,27,16,19,27,26,26,211,85,6,30,36,22,0,8,4,12,14,8,10,8,8,2,6,6,8,296
16.0,47,4You,female,156,931.6523397435898,509.4104487179487,1.3234615384615385,2.26,219.5442,106,69,58,18,17,17,74,27,18,14,69,58,18,17,17,74,27,18,14,88,138,86,150,40,122,10,8,14,8,6,8,22,14,10,10,6,8,10,8,14,22,14,8,28,105,104,75,0,27,25,25,27,25,26,28,25,25,28,24,27,238,74,10,34,28,28,0,6,6,12,12,0,6,8,8,12,8,14,8,312
19.0,22,4You,male,83,980.5706626506023,511.8415662650602,1.3296385542168674,2.838709677419355,230.55483870967743,52,32,36,9,9,8,36,15,8,13,32,36,9,9,8,36,15,8,13,40,86,40,72,16,78,8,8,14,6,6,6,6,6,2,2,6,6,8,6,14,6,6,8,28,105,33,0,0,18,17,16,17,9,8,10,8,10,18,18,17,126,40,14,38,10,0,0,4,2,10,10,2,6,4,4,2,10,4,4,166
20.0,65,4You,female,77,917.0080519480518,493.2610389610389,1.2822077922077924,2.52,219.4168,52,32,35,7,16,10,24,9,11,10,32,35,7,16,10,24,9,11,10,34,56,64,70,22,62,8,4,6,4,6,6,8,4,4,4,6,6,8,4,6,8,4,4,28,105,21,0,0,17,17,13,9,9,8,10,8,10,19,16,18,112,42,8,30,12,0,0,6,6,6,4,2,2,2,4,4,6,4,4,154
21.0,56,4You,female,199,975.406783919598,533.5719095477386,1.38643216080402,2.509433962264151,191.3862264150943,146,99,79,32,22,16,73,25,29,23,99,79,32,22,16,73,25,29,23,100,160,138,166,38,194,6,14,10,6,6,22,16,18,8,8,6,22,6,6,10,16,18,14,28,105,104,104,57,35,34,34,36,34,34,33,25,28,35,34,36,308,90,2,24,32,26,22,10,10,10,4,14,10,6,6,8,12,6,10,398
22.0,51,4You,female,140,905.3252142857144,498.6748571428571,1.2957857142857143,2.5531914893617023,204.02063829787232,93,60,59,20,21,11,60,22,10,17,60,59,20,21,11,60,22,10,17,84,110,86,118,40,122,16,22,4,4,10,8,18,8,4,4,10,8,16,4,4,18,8,22,28,105,104,43,0,26,24,27,26,27,16,19,17,19,28,24,27,213,67,8,36,42,8,0,6,10,2,6,14,6,8,10,4,6,10,12,280
23.0,35,4You,male,146,909.2570205479452,510.4689726027397,1.3267123287671232,2.41025641025641,229.69589743589745,107,52,60,22,22,18,64,16,22,16,52,60,22,22,18,64,16,22,16,84,102,106,134,28,130,18,4,12,6,2,12,6,10,8,8,2,12,18,6,12,6,10,4,28,105,105,54,0,26,24,26,28,24,26,22,17,19,28,25,27,214,78,10,32,18,18,0,6,12,8,8,6,10,4,6,2,6,4,6,292
24.0,60,4You,male,41,962.3436585365852,549.2407317073171,1.4265853658536587,3.1818181818181817,201.88181818181815,30,24,13,7,3,4,18,6,4,3,24,13,7,3,4,18,6,4,3,26,32,24,34,6,42,2,0,0,4,2,4,2,2,6,6,2,4,2,4,0,2,2,0,28,54,0,0,0,9,9,8,9,9,8,2,0,2,9,8,9,60,22,14,8,0,0,0,4,0,2,2,0,0,0,0,0,8,2,4,82
25.0,64,4You,female,93,938.4819354838712,509.7943010752688,1.3243010752688171,2.592592592592593,195.19370370370368,66,41,33,16,10,14,41,6,9,16,41,33,16,10,14,41,6,9,16,52,72,62,90,22,74,6,8,2,6,8,10,6,4,4,4,8,10,6,6,2,6,4,8,28,105,53,0,0,18,16,17,19,17,16,11,9,10,18,17,18,141,45,8,28,18,0,0,2,6,4,10,4,6,4,4,0,2,4,8,186
26.0,49,4You,female,93,948.3447849462366,506.8401075268817,1.3174193548387096,2.3703703703703702,208.0296296296296,66,38,41,11,14,5,33,16,13,15,38,41,11,14,5,33,16,13,15,46,82,58,58,24,104,4,10,4,2,6,4,10,10,4,4,6,4,4,2,4,10,10,10,28,105,53,0,0,18,16,17,18,18,16,11,9,10,18,18,17,129,57,8,30,16,0,0,4,8,2,6,4,4,4,2,6,0,12,2,186
27.0,62,4You,male,76,945.513355263158,528.2281578947368,1.3727631578947368,2.565217391304348,213.7334782608696,53,29,31,10,13,9,31,6,14,9,29,31,10,13,9,31,6,14,9,42,62,48,52,28,72,8,8,6,6,2,6,4,2,4,4,2,6,8,6,6,4,2,8,28,105,19,0,0,18,17,10,9,8,9,9,9,10,19,16,18,108,44,12,24,10,0,0,6,12,2,2,4,0,0,0,2,6,10,2,152
28.0,46,4You,female,10,924.3155,479.753,1.246,2.25,162.9025,6,6,2,1,2,1,3,0,0,5,6,2,1,2,1,3,0,0,5,4,8,8,6,2,12,2,4,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,2,9,8,1,14,6,8,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,20
29.0,35,4You,female,26,899.9646153846153,453.7626923076923,1.18,2.333333333333333,236.9383333333333,20,9,11,1,4,4,13,2,3,5,9,11,1,4,4,13,2,3,5,14,30,8,20,8,24,4,2,0,2,2,0,2,0,0,0,2,0,4,2,0,2,0,2,28,24,0,0,0,9,8,7,0,0,0,0,0,2,9,9,8,43,9,12,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,4,52
30.0,59,4You,female,12,734.46375,334.3233333333333,0.8683333333333333,3.0,197.7125,8,3,7,2,0,2,3,3,0,4,3,7,2,0,2,3,3,0,4,8,10,6,16,4,4,0,2,0,4,0,0,2,0,0,0,0,0,0,4,0,2,0,2,24,0,0,0,0,0,0,0,0,0,0,0,0,2,9,9,4,21,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,24
32.0,44,4You,male,185,958.0029729729728,517.7330810810811,1.3453513513513513,2.490566037735849,212.17509433962263,132,91,73,25,24,22,69,14,27,25,91,73,25,24,22,69,14,27,25,94,162,114,154,46,170,18,18,6,14,10,12,12,10,6,6,10,12,18,14,6,12,10,18,28,105,105,103,29,34,33,35,29,26,26,28,25,29,35,33,37,282,88,6,32,20,36,12,14,12,6,2,6,4,12,6,16,18,4,6,370
34.0,21,4You,female,161,927.8738198757763,496.2928571428571,1.2896273291925466,2.2564102564102564,224.9317948717949,122,65,65,13,14,18,74,24,27,22,65,65,13,14,18,74,24,27,22,84,134,104,152,34,136,8,6,10,10,6,8,8,14,8,8,6,8,8,10,10,8,14,6,28,105,104,85,0,27,23,27,27,26,25,28,25,29,34,25,26,243,79,6,30,26,16,0,10,4,6,10,6,8,4,6,6,10,6,2,322
38.0,47,4You,female,103,931.8699029126216,491.5805825242719,1.2775728155339807,2.4814814814814814,219.5785185185185,76,44,43,14,11,17,39,10,16,12,44,43,14,11,17,39,10,16,12,52,100,54,98,26,82,6,0,4,10,8,10,4,10,2,2,8,10,6,10,4,4,10,0,28,105,73,0,0,17,17,17,18,17,17,19,17,14,19,16,18,152,54,8,24,22,0,0,2,6,4,6,8,4,4,2,2,6,2,8,206
39.0,48,4You,female,145,927.0780689655172,493.4908275862069,1.2826896551724138,2.697674418604651,214.0132558139535,102,57,68,11,19,18,65,19,16,17,57,68,11,19,18,65,19,16,17,76,128,86,108,46,136,16,12,4,8,2,6,16,8,14,14,2,6,16,8,4,16,8,12,28,105,104,53,0,26,25,26,27,26,25,20,17,19,27,26,26,226,64,10,30,34,12,0,10,8,6,6,4,6,4,6,6,8,12,10,290
41.0,62,4You,female,176,928.0351704545454,497.30795454545455,1.2922727272727272,2.482142857142857,210.2394642857143,120,80,77,19,19,20,66,27,22,22,80,77,19,19,20,66,27,22,22,88,148,116,130,50,172,12,12,14,10,10,16,14,10,14,14,10,16,12,10,14,14,10,12,28,105,105,104,10,33,27,26,26,27,25,27,26,28,35,34,38,258,94,8,44,26,32,2,6,12,12,10,14,14,8,6,2,4,6,18,352
43.0,24,4You,female,80,903.691375,498.588375,1.295625,2.3823529411764706,213.29117647058823,46,30,35,9,10,10,34,19,9,4,30,35,9,10,10,34,19,9,4,50,70,40,66,28,66,10,2,4,8,4,8,16,8,8,8,4,8,10,8,4,16,8,2,28,105,27,0,0,18,16,17,11,9,8,9,9,10,18,18,17,124,36,8,46,14,0,0,2,10,10,6,6,4,8,0,6,6,4,6,160
44.0,21,4You,male,100,905.49735,469.9106,1.2211,2.6451612903225805,189.20483870967743,69,46,41,18,8,11,37,16,9,14,46,41,18,8,11,37,16,9,14,42,90,68,92,22,86,8,6,0,4,6,12,10,4,12,12,6,12,8,4,0,10,4,6,28,105,67,0,0,18,16,17,19,17,16,19,15,10,18,17,18,151,49,8,26,28,0,0,4,6,6,8,8,6,6,4,2,6,4,2,200
45.0,54,4You,female,115,978.2601739130434,542.7713913043478,1.410695652173913,2.4285714285714284,180.31107142857144,87,51,51,14,19,10,38,14,25,8,51,51,14,19,10,38,14,25,8,66,108,56,84,40,106,2,4,0,6,0,12,14,12,6,6,0,12,2,6,0,14,12,4,28,105,97,0,0,19,15,17,18,18,16,19,17,19,27,26,19,171,59,12,22,22,0,0,2,2,4,6,2,2,8,2,4,10,6,8,230
46.0,42,4You,male,143,990.7553496503496,523.3002797202797,1.35986013986014,2.5636363636363635,230.23636363636365,88,60,68,21,25,16,52,13,21,10,60,68,21,25,16,52,13,21,10,56,144,86,96,50,140,24,10,16,16,6,12,10,6,10,10,6,12,24,16,16,10,6,10,28,105,105,48,0,26,25,25,27,26,22,18,18,19,27,25,28,207,79,18,36,40,16,0,14,12,10,10,10,6,4,6,8,10,10,10,286
47.0,28,4You,male,136,888.3328676470588,508.9755147058824,1.3226470588235293,2.5853658536585367,209.18146341463412,95,51,52,13,19,13,58,15,21,30,51,52,13,19,13,58,15,21,30,102,96,74,118,38,116,10,22,12,6,4,10,6,12,0,0,4,10,10,6,12,6,12,22,28,105,104,35,0,28,24,25,26,19,16,18,18,19,28,24,27,204,68,6,30,38,8,0,6,10,8,14,4,4,6,6,10,6,4,4,272
48.0,46,4You,male,42,1016.147738095238,557.0359523809524,1.447857142857143,2.571428571428572,195.015,28,18,19,6,5,4,15,5,10,2,18,19,6,5,4,15,5,10,2,18,38,28,38,10,36,2,0,2,2,2,8,2,6,4,4,2,8,2,2,2,2,6,0,28,56,0,0,0,9,8,9,9,9,8,4,0,2,9,8,9,64,20,6,22,0,0,0,6,2,4,2,4,4,0,0,0,2,2,2,84
49.0,55,4You,male,153,895.9834640522876,467.46124183006543,1.214640522875817,2.4081632653061225,207.43142857142857,104,61,72,22,13,19,58,21,17,23,61,72,22,13,19,58,21,17,23,88,134,84,122,24,160,14,22,8,12,4,10,12,10,6,6,4,10,14,12,8,12,10,22,28,105,104,69,0,27,24,26,27,26,25,28,25,19,26,26,27,223,83,6,28,36,28,0,12,8,8,8,8,4,12,8,4,12,6,8,306
50.0,56,4You,female,112,941.4017857142856,500.68392857142857,1.3013392857142858,2.4516129032258065,190.28096774193548,81,52,53,14,14,12,37,19,10,13,52,53,14,14,12,37,19,10,13,54,102,68,88,34,102,4,8,8,8,2,12,12,2,6,6,2,12,4,8,8,12,2,8,28,105,91,0,0,18,16,17,18,17,17,18,18,19,27,21,18,168,56,10,28,24,0,0,6,4,6,6,0,4,6,4,4,10,4,8,224
51.0,39,4You,female,2,575.8775,307.715,0.8,3.0,190.99,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,2,0,2,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4
52.0,55,4You,female,189,923.4792328042328,498.8578835978836,1.2960846560846562,2.423076923076923,207.5117307692308,137,68,82,34,20,22,82,15,27,28,68,82,34,20,22,82,15,27,28,110,166,102,186,62,130,10,22,8,8,4,12,10,24,6,6,4,12,10,8,8,10,24,22,28,105,104,105,36,35,32,35,37,27,25,28,25,28,37,32,37,286,92,12,34,20,26,12,12,8,8,10,10,4,10,6,8,10,10,8,378
53.0,23,4You,female,17,944.4767647058824,558.3176470588235,1.4511764705882353,2.4285714285714284,224.52142857142857,10,7,4,2,3,3,9,2,3,1,7,4,2,3,3,9,2,3,1,10,16,8,16,2,16,0,0,0,6,2,0,4,2,0,0,2,0,0,6,0,4,2,0,28,6,0,0,0,6,0,0,0,0,0,0,0,2,9,8,9,27,7,10,4,0,0,0,4,0,0,0,0,0,0,0,0,4,2,4,34
54.0,21,4You,female,99,959.0404545454546,537.0775757575758,1.3957575757575758,2.689655172413793,225.66655172413792,70,41,44,12,14,9,41,14,15,8,41,44,12,14,9,41,14,15,8,54,82,62,98,30,70,6,4,6,12,8,6,6,8,2,2,8,6,6,12,6,6,8,4,28,105,65,0,0,18,16,17,18,17,17,19,13,10,19,17,17,157,41,8,38,12,0,0,6,6,0,6,0,8,4,2,10,4,8,4,198
57.0,32,4You,female,45,903.5497777777778,494.8284444444444,1.2862222222222222,2.727272727272727,227.7327272727273,34,15,19,6,10,4,19,11,3,3,15,19,6,10,4,19,11,3,3,32,40,18,42,10,38,6,2,4,2,0,2,6,0,0,0,0,2,6,2,4,6,0,2,28,62,0,0,0,9,8,9,9,9,8,9,1,2,9,9,8,66,24,8,14,0,0,0,2,2,2,2,2,2,2,0,0,6,2,0,90
58.0,37,4You,male,37,989.6986486486486,530.9008108108109,1.3789189189189188,2.571428571428572,238.15,30,16,12,5,6,5,21,3,2,4,16,12,5,6,5,21,3,2,4,14,36,24,20,14,40,0,0,4,4,4,2,0,0,0,0,4,2,0,4,4,0,0,0,28,46,0,0,0,9,8,9,9,8,3,0,0,2,9,8,9,53,21,2,12,0,0,0,0,4,2,6,0,0,0,0,0,2,0,0,74
60.0,47,4You,male,177,915.6720338983052,498.2781355932203,1.294632768361582,2.037735849056604,185.0366037735849,124,71,80,30,12,21,62,28,30,20,71,80,30,12,21,62,28,30,20,94,140,120,148,58,148,4,20,6,16,4,20,18,16,2,2,4,20,4,16,6,18,16,20,28,105,105,103,13,35,29,25,28,25,25,27,26,28,37,33,36,270,84,6,38,28,32,2,6,12,12,8,4,4,8,8,16,14,6,8,354
61.0,61,4You,female,163,924.1160429447854,496.6138036809816,1.2904294478527607,2.5172413793103448,211.0563793103448,105,77,69,19,14,15,65,17,26,24,77,69,19,14,15,65,17,26,24,82,136,108,128,50,148,10,20,6,10,22,12,12,20,4,4,22,12,10,10,6,12,20,20,28,105,104,89,0,27,25,25,28,24,26,27,26,28,37,26,27,245,81,4,36,44,32,0,4,8,12,14,10,6,8,12,14,12,8,8,326
63.0,22,4You,male,140,925.855,487.44842857142856,1.267,2.191489361702128,224.22085106382977,93,49,71,16,19,17,60,11,18,19,49,71,16,19,17,60,11,18,19,86,136,58,116,40,124,10,14,10,12,12,6,12,16,2,2,12,6,10,12,10,12,16,14,28,105,104,43,0,27,23,27,26,27,16,20,16,19,27,25,27,214,66,8,44,26,16,0,8,14,8,12,6,8,6,4,8,8,6,6,280
64.0,41,4You,female,183,921.0334153005464,508.0139344262295,1.3202185792349723,2.5689655172413794,208.43844827586207,125,72,82,27,25,21,72,25,21,21,72,82,27,25,21,72,25,21,21,112,148,106,158,44,164,16,10,4,10,8,18,14,22,14,14,8,18,16,10,4,14,22,10,28,105,104,105,24,35,32,34,26,27,25,28,25,28,37,32,37,265,101,12,36,26,40,2,4,10,10,12,6,12,14,4,10,10,12,12,366
67.0,41,4You,female,150,913.4968666666666,501.19053333333335,1.3027333333333333,2.555555555555556,223.07311111111116,105,71,62,14,22,20,54,18,21,18,71,62,14,22,20,54,18,21,18,92,132,76,132,32,136,14,8,2,12,10,6,14,16,8,8,10,6,14,12,2,14,16,8,28,105,105,62,0,27,24,25,26,27,25,27,20,19,26,26,28,226,74,14,24,26,26,0,8,6,10,6,8,6,8,6,4,8,8,12,300
68.0,62,4You,female,132,929.2086742424242,488.9315151515152,1.2708333333333333,2.111111111111111,223.2135555555556,87,54,71,21,12,13,53,8,18,14,54,71,21,12,13,53,8,18,14,68,116,80,130,36,98,8,16,12,12,14,8,2,12,6,6,14,8,8,12,12,2,12,16,28,105,104,27,0,27,24,26,19,18,16,19,17,19,28,24,27,196,68,10,34,34,12,0,14,8,8,6,6,6,6,4,6,10,12,4,264
70.0,57,4You,male,148,930.0483783783784,515.2295945945946,1.3389189189189188,2.488888888888889,215.968,103,68,51,23,15,20,68,14,23,14,68,51,23,15,20,68,14,23,14,80,126,90,136,44,116,12,10,6,16,8,12,6,12,8,8,8,12,12,16,6,6,12,10,28,105,104,59,0,28,24,25,27,26,25,26,17,19,28,24,27,220,76,2,34,38,16,0,10,8,12,2,10,8,6,6,4,6,6,12,296
73.0,46,4You,female,132,908.418446969697,532.0025757575758,1.382272727272727,2.41025641025641,205.1223076923077,93,58,52,15,17,18,55,24,16,9,58,52,15,17,18,55,24,16,9,102,86,76,112,28,124,10,6,2,8,6,6,22,4,14,14,6,6,10,8,2,22,4,6,28,105,104,27,0,26,26,25,19,18,16,20,16,19,28,25,26,195,69,8,28,36,6,0,14,10,4,6,2,6,6,2,8,4,8,8,264
75.0,65,4You,male,123,998.9459349593496,519.359430894309,1.35,2.575,204.58725,83,55,50,15,15,19,43,11,22,16,55,50,15,15,19,43,11,22,16,50,140,56,92,40,114,10,12,4,16,2,12,8,10,6,6,2,12,10,16,4,8,10,12,28,105,105,8,0,26,16,17,18,18,16,18,18,19,28,25,27,176,70,6,40,34,0,0,10,6,10,10,4,2,4,10,4,4,6,10,246
77.0,57,4You,female,99,875.7274242424243,464.7958585858586,1.2077777777777776,2.6538461538461537,208.3903846153846,73,41,44,10,11,21,48,8,7,8,41,44,10,11,21,48,8,7,8,50,80,68,92,22,84,4,6,4,16,2,8,2,4,6,6,2,8,4,16,4,2,4,6,28,105,65,0,0,18,17,16,18,18,16,20,12,10,19,17,17,156,42,4,30,18,0,0,4,4,4,6,2,6,4,4,0,8,4,6,198
79.0,65,4You,female,87,888.3274712643679,479.2041379310345,1.2451724137931035,2.458333333333333,243.5354166666667,63,32,43,11,9,13,35,11,12,8,32,43,11,9,13,35,11,12,8,42,64,68,72,18,84,6,2,8,6,4,2,6,10,4,4,4,2,6,6,8,6,10,2,28,105,41,0,0,18,16,17,18,15,9,9,9,10,18,18,17,133,41,14,28,6,0,0,6,0,4,4,2,4,2,4,4,6,4,8,174
80.0,45,4You,female,30,1005.1708333333332,529.573,1.3766666666666665,2.625,235.56375,22,18,11,6,6,3,8,2,2,4,18,11,6,6,3,8,2,2,4,10,22,28,22,8,30,6,0,0,0,2,2,2,2,2,2,2,2,6,0,0,2,2,0,28,32,0,0,0,9,8,9,6,0,0,0,0,2,9,8,9,46,14,8,8,0,0,0,2,6,0,0,0,0,0,0,2,2,2,2,60
81.0,21,4You,female,81,885.3898765432099,507.31802469135806,1.3185185185185184,2.5185185185185186,219.0714814814815,54,35,34,6,10,10,32,10,12,13,35,34,6,10,10,32,10,12,13,56,60,46,66,20,76,4,6,6,12,0,4,10,10,2,2,0,4,4,12,6,10,10,6,28,105,29,0,0,18,17,16,13,9,8,10,8,10,18,17,18,123,39,10,34,10,0,0,4,10,2,4,4,2,2,2,2,10,4,8,162
