userCode,age,company,gender,total_trips,avg_flight_price,avg_distance,avg_flight_time,avg_days,avg_hotel_price,total_trips_without_hotel_bookings,from_Aracaju (SE),from_Brasilia (DF),from_Campo Grande (MS),from_Florianopolis (SC),from_Natal (RN),from_Recife (PE),from_Rio de Janeiro (RJ),from_Salvador (BH),from_Sao Paulo (SP),to_Aracaju (SE),to_Brasilia (DF),to_Campo Grande (MS),to_Florianopolis (SC),to_Natal (RN),to_Recife (PE),to_Rio de Janeiro (RJ),to_Salvador (BH),to_Sao Paulo (SP),flightType_economic,flightType_firstClass,flightType_premium,agency_CloudFy,agency_FlyingDrops,agency_Rainbow,hotel_Hotel A,hotel_Hotel AF,hotel_Hotel AU,hotel_Hotel BD,hotel_Hotel BP,hotel_Hotel BW,hotel_Hotel CB,hotel_Hotel K,hotel_Hotel Z,place_Aracaju (SE),place_Brasilia (DF),place_Campo Grande (MS),place_Florianopolis (SC),place_Natal (RN),place_Recife (PE),place_Rio de Janeiro (RJ),place_Salvador (BH),place_Sao Paulo (SP),flight_year_2019.0,flight_year_2020.0,flight_year_2021.0,flight_year_2022.0,flight_year_2023.0,flight_month_1.0,flight_month_2.0,flight_month_3.0,flight_month_4.0,flight_month_5.0,flight_month_6.0,flight_month_7.0,flight_month_8.0,flight_month_9.0,flight_month_10.0,flight_month_11.0,flight_month_12.0,flight_is_weekend_False,flight_is_weekend_True,hotel_year_2019.0,hotel_year_2020.0,hotel_year_2021.0,hotel_year_2022.0,hotel_year_2023.0,hotel_month_1.0,hotel_month_2.0,hotel_month_3.0,hotel_month_4.0,hotel_month_5.0,hotel_month_6.0,hotel_month_7.0,hotel_month_8.0,hotel_month_9.0,hotel_month_10.0,hotel_month_11.0,hotel_month_12.0,hotel_is_weekend_False
40.0,42,4You,none,180,926.7369444444444,506.3472777777778,1.3155555555555556,2.372549019607843,206.79274509803923,129,73,73,21,21,18,77,25,27,25,73,73,21,21,18,77,25,27,25,106,154,100,166,50,144,8,12,6,6,8,10,22,20,10,10,8,10,8,6,6,22,20,12,28,105,104,104,19,36,33,27,26,26,26,28,25,29,35,34,35,262,98,6,22,34,38,2,4,10,12,6,8,8,6,10,10,6,8,14,360
55.0,38,4You,none,124,967.4349596774192,519.9058064516129,1.3513709677419354,2.24,219.6136,74,45,52,14,12,13,56,25,19,12,45,52,14,12,13,56,25,19,12,60,110,78,116,44,88,12,8,4,10,16,6,20,14,10,10,16,6,12,10,4,20,14,8,28,105,104,11,0,27,19,16,18,18,16,19,17,19,28,25,26,187,61,14,42,40,4,0,10,10,14,8,4,8,4,6,8,14,8,6,248
56.0,39,4You,none,187,891.1572727272727,493.8746524064171,1.2836363636363637,2.7058823529411766,209.5556862745098,136,75,84,21,20,20,85,25,25,19,75,84,21,20,20,85,25,25,19,130,152,92,158,44,172,20,8,8,2,6,16,20,12,10,10,6,16,20,2,8,20,12,8,28,105,105,103,33,34,32,36,35,24,26,27,26,28,36,33,37,280,94,12,34,32,18,6,14,4,8,8,8,10,8,4,8,6,12,12,374
59.0,29,4You,none,36,886.500138888889,468.1738888888888,1.2169444444444446,2.25,239.27875,28,14,16,6,4,8,14,4,3,3,14,16,6,4,8,14,4,3,3,22,32,18,28,14,30,2,0,4,4,0,2,2,2,0,0,0,2,2,4,4,2,2,0,28,44,0,0,0,10,7,9,9,9,0,0,0,2,9,9,8,58,14,8,8,0,0,0,4,2,0,0,2,0,0,0,0,4,0,4,72
62.0,32,4You,none,159,931.4357547169813,498.5161006289308,1.2954716981132075,2.3142857142857145,238.41314285714284,124,68,62,16,20,26,68,21,19,18,68,62,16,20,26,68,21,19,18,78,148,92,154,48,116,14,6,8,16,4,4,8,8,2,2,4,4,14,16,8,8,8,6,28,105,104,81,0,27,24,26,26,27,25,28,25,28,30,26,26,245,73,6,28,20,16,0,8,4,2,8,6,12,6,4,4,6,6,4,318
65.0,51,4You,none,124,928.4916935483872,531.131935483871,1.3803225806451611,2.707317073170732,219.4456097560976,83,57,44,15,15,14,52,15,23,13,57,44,15,15,14,52,15,23,13,72,90,86,120,8,120,14,6,8,8,8,12,8,10,8,8,8,12,14,8,8,8,10,6,28,105,104,11,0,27,18,17,18,17,17,18,18,19,27,26,26,179,69,8,36,32,6,0,8,4,2,12,4,4,4,6,10,6,12,10,248
66.0,52,4You,none,63,948.7166666666668,524.4611111111111,1.3628571428571428,2.3157894736842106,218.09947368421052,44,26,22,6,12,8,29,6,9,8,26,22,6,12,8,29,6,9,8,32,52,42,68,14,44,4,4,6,8,2,6,2,4,2,2,2,6,4,8,6,2,4,4,28,98,0,0,0,10,7,9,9,9,8,10,8,10,19,16,11,94,32,12,26,0,0,0,6,0,0,2,2,0,4,4,4,8,6,2,126
69.0,22,4You,none,137,908.9877372262774,488.1350364963504,1.2682481751824817,2.53125,207.1759375,105,51,59,17,11,18,62,13,17,26,51,59,17,11,18,62,13,17,26,72,110,92,126,34,114,6,10,4,10,6,6,8,4,10,10,6,6,6,10,4,8,4,10,28,105,104,37,0,27,24,26,28,19,16,18,18,19,28,24,27,205,69,6,12,26,20,0,10,12,6,10,2,2,6,2,4,2,4,4,274
71.0,49,4You,none,25,944.973,494.5332,1.2852,2.1,227.367,15,9,11,4,3,1,11,6,2,3,9,11,4,3,1,11,6,2,3,8,22,20,28,6,16,4,2,4,2,2,2,4,0,0,0,2,2,4,2,4,4,0,2,28,22,0,0,0,9,9,4,0,0,0,0,0,2,9,8,9,39,11,8,12,0,0,0,6,4,2,0,0,0,0,0,0,2,4,2,50
72.0,22,4You,none,96,888.7103125,483.41822916666666,1.2563541666666669,2.3225806451612905,218.9448387096774,65,39,47,13,9,7,39,16,11,11,39,47,13,9,7,39,16,11,11,54,76,62,100,24,68,6,8,6,8,10,4,8,4,8,8,10,4,6,8,6,8,4,8,28,105,59,0,0,18,17,16,18,17,17,17,9,10,18,18,17,144,48,12,40,10,0,0,0,8,4,8,6,4,8,0,0,8,4,12,192
74.0,24,4You,none,41,877.836219512195,493.2497560975609,1.282439024390244,1.7142857142857142,189.5442857142857,34,18,13,9,6,6,19,3,5,3,18,13,9,6,6,19,3,5,3,26,30,26,38,12,32,2,2,0,2,2,4,0,2,0,0,2,4,2,2,0,0,2,2,28,54,0,0,0,9,8,9,9,8,9,2,0,2,9,9,8,67,15,6,8,0,0,0,0,0,0,0,4,2,2,0,0,4,2,0,82
76.0,65,4You,none,36,969.0458333333332,503.6655555555556,1.3094444444444444,2.333333333333333,206.4933333333333,30,14,15,6,6,7,14,2,7,1,14,15,6,6,7,14,2,7,1,10,32,30,32,6,34,0,0,0,4,0,2,2,4,0,0,0,2,0,4,0,2,4,0,28,44,0,0,0,9,8,9,9,9,0,0,0,2,9,9,8,49,23,6,6,0,0,0,0,0,2,4,0,0,0,0,2,2,0,2,72
78.0,31,4You,none,98,905.5887244897958,485.0094897959184,1.260408163265306,2.523809523809524,210.14,77,45,43,10,6,11,40,16,10,15,45,43,10,6,11,40,16,10,15,58,84,54,82,26,88,6,6,4,0,4,4,8,4,6,6,4,4,6,0,4,8,4,6,28,105,63,0,0,18,17,16,18,18,16,19,11,10,19,16,18,140,56,4,16,22,0,0,4,6,0,6,4,6,6,2,2,2,2,2,196
83.0,51,4You,none,141,948.1334751773052,511.7673049645391,1.3299290780141844,2.5128205128205128,209.95410256410256,102,55,60,20,17,20,54,18,21,17,55,60,20,17,20,54,18,21,17,80,126,76,106,48,128,16,8,6,8,4,14,10,8,4,4,4,14,16,8,6,10,8,8,28,105,104,45,0,26,25,26,26,27,18,18,18,19,27,25,27,217,65,6,36,28,8,0,8,2,12,10,4,4,8,0,8,8,8,6,282
84.0,49,4You,none,101,877.9631683168317,476.3019801980198,1.2376237623762376,2.4444444444444446,221.14592592592592,74,40,50,10,11,10,41,18,9,13,40,50,10,11,10,41,18,9,13,62,76,64,90,26,86,10,10,4,2,10,4,4,4,6,6,10,4,10,2,4,4,4,10,28,105,69,0,0,18,16,17,18,18,16,20,16,10,18,17,18,161,41,6,30,18,0,0,6,4,0,6,4,6,6,2,6,4,4,6,202
88.0,21,4You,none,19,886.9834210526317,487.25894736842105,1.266315789473684,2.1666666666666665,219.64166666666665,13,5,8,0,5,2,9,4,0,5,5,8,0,5,2,9,4,0,5,12,20,6,10,8,20,4,4,0,0,2,0,2,0,0,0,2,0,4,0,0,2,0,4,28,10,0,0,0,9,1,0,0,0,0,0,0,2,9,9,8,28,10,6,6,0,0,0,6,0,0,0,0,0,0,0,0,2,2,2,38
90.0,39,4You,none,187,932.5646791443852,498.2696256684492,1.2945989304812835,2.5737704918032787,215.44360655737705,126,74,75,18,23,28,85,29,22,20,74,75,18,23,28,85,29,22,20,106,182,86,168,48,158,12,10,18,18,6,18,18,18,4,4,6,18,12,18,18,18,18,10,28,105,105,103,33,35,32,35,33,26,26,28,25,28,36,33,37,276,98,10,20,40,36,16,16,14,14,6,10,10,6,4,14,10,10,8,374
93.0,32,4You,none,181,897.8693093922652,490.8585082872928,1.2753591160220994,2.4153846153846152,209.69415384615385,116,70,79,11,21,22,79,23,24,33,70,79,11,21,22,79,23,24,33,114,148,100,142,62,158,14,20,14,16,8,14,22,14,8,8,8,14,14,16,14,22,14,20,28,105,104,104,21,35,33,30,27,26,25,27,26,28,37,32,36,271,91,6,46,40,30,8,10,12,12,10,10,4,16,10,12,8,12,14,362
94.0,47,4You,none,194,960.1149226804124,525.5564948453608,1.3658247422680414,2.6885245901639343,216.2444262295082,133,96,72,19,31,26,75,19,30,20,96,72,19,31,26,75,19,30,20,98,180,110,144,60,184,24,18,4,14,8,12,12,14,16,16,8,12,24,14,4,12,14,18,28,105,104,104,47,36,31,36,35,35,29,27,26,28,37,32,36,294,94,6,38,40,26,12,6,8,10,14,4,10,12,12,14,8,14,10,388
95.0,21,4You,none,117,913.7868803418804,481.75094017094017,1.251965811965812,2.810810810810811,208.0216216216216,80,43,57,17,20,9,50,15,8,15,43,57,17,20,9,50,15,8,15,60,102,72,98,30,106,16,10,2,6,8,6,20,0,6,6,8,6,16,6,2,20,0,10,28,105,101,0,0,19,15,17,18,18,16,18,18,19,27,25,24,178,56,8,36,30,0,0,2,0,4,8,4,6,6,12,8,6,6,12,234
97.0,47,4You,none,96,899.4569791666667,477.54927083333337,1.2410416666666666,2.6923076923076925,192.2953846153846,57,43,43,17,10,12,32,16,9,10,43,43,17,10,12,32,16,9,10,54,84,54,74,26,92,12,12,2,10,4,14,10,2,12,12,4,14,12,10,2,10,2,12,28,105,59,0,0,18,17,16,18,18,16,17,9,10,18,17,18,137,55,12,48,18,0,0,8,4,4,8,6,6,6,0,10,12,8,6,192
99.0,41,4You,none,27,952.5542592592592,525.782962962963,1.3655555555555554,2.571428571428572,194.7642857142857,20,16,7,2,3,4,11,3,3,5,16,7,2,3,4,11,3,3,5,14,24,16,24,4,26,0,0,4,2,0,4,2,0,2,2,0,4,0,2,4,2,0,0,28,26,0,0,0,9,8,9,0,0,0,0,0,2,9,9,8,38,16,8,6,0,0,0,4,0,2,0,0,0,0,0,2,4,0,2,54
106.0,27,4You,none,152,936.3351644736842,512.8654605263158,1.332763157894737,2.611111111111111,219.14851851851853,98,60,73,16,25,14,58,20,21,17,60,73,16,25,14,58,20,21,17,78,138,88,124,50,130,20,10,14,12,4,12,22,8,6,6,4,12,20,12,14,22,8,10,28,105,104,67,0,27,23,27,27,26,25,28,23,19,27,26,26,219,85,12,36,36,24,0,10,8,6,10,6,10,10,10,6,14,8,10,304
110.0,54,4You,none,155,924.566,489.9238709677419,1.2730967741935484,2.135135135135135,221.7224324324324,118,66,73,22,17,19,52,21,21,19,66,73,22,17,19,52,21,21,19,82,140,88,124,48,138,6,6,8,6,12,6,12,12,6,6,12,6,6,6,8,12,12,6,28,105,104,73,0,27,25,25,27,26,25,27,26,23,27,26,26,235,75,6,26,30,12,0,6,8,2,8,6,6,10,6,4,6,10,2,310
113.0,38,4You,none,117,974.4904273504274,531.4791452991453,1.3813675213675214,2.590909090909091,235.87295454545452,73,48,57,15,21,17,38,10,19,9,48,57,15,21,17,38,10,19,9,54,104,76,120,34,80,18,6,10,16,6,10,4,14,4,4,6,10,18,16,10,4,14,6,28,105,101,0,0,18,16,17,19,16,17,19,17,19,28,24,24,181,53,12,32,44,0,0,6,10,8,4,6,4,8,6,6,10,12,8,234
115.0,48,4You,none,177,965.4600847457629,513.3851412429378,1.3339548022598868,2.6984126984126986,222.0236507936508,114,79,63,28,16,28,78,25,21,16,79,63,28,16,28,78,25,21,16,90,170,94,146,56,152,10,12,16,24,8,10,14,14,18,18,8,10,10,24,16,14,14,12,28,105,104,104,13,36,28,26,27,25,26,27,26,29,35,33,36,263,91,8,40,34,38,6,12,10,4,8,16,8,12,6,12,12,12,14,354
117.0,38,4You,none,115,884.9330434782609,469.1780869565218,1.219304347826087,2.6666666666666665,205.7276923076923,76,44,46,19,12,21,55,11,10,12,44,46,19,12,21,55,11,10,12,68,96,66,98,40,92,8,6,6,14,6,14,8,8,8,8,6,14,8,14,6,8,8,6,28,105,97,0,0,17,18,16,18,18,16,19,17,19,27,25,20,167,63,10,34,34,0,0,10,4,4,4,6,4,8,6,2,10,16,4,230
120.0,41,4You,none,161,930.1138198757764,498.1472049689441,1.2945962732919256,2.7222222222222223,214.1248148148148,107,70,71,26,22,16,68,14,18,17,70,71,26,22,16,68,14,18,17,82,146,94,128,60,134,18,14,10,12,16,16,8,6,8,8,16,16,18,12,10,8,6,14,28,105,105,84,0,25,24,27,26,27,25,28,25,28,34,25,28,241,81,8,32,40,28,0,10,10,8,6,12,8,12,10,6,18,0,8,322
122.0,56,4You,none,64,973.0484375,536.2475000000001,1.393125,2.4761904761904763,200.11142857142855,43,27,24,10,6,7,27,12,8,7,27,24,10,6,7,27,12,8,7,30,54,44,44,20,64,0,4,6,6,2,6,10,6,2,2,2,6,0,6,6,10,6,4,28,100,0,0,0,9,8,9,9,9,8,9,9,10,19,16,13,104,24,12,30,0,0,0,2,2,2,2,2,0,4,8,4,8,4,4,128
126.0,47,4You,none,181,951.1444198895028,516.7089502762432,1.3424861878453038,2.671875,215.10046875,117,79,70,16,22,21,81,31,26,16,79,70,16,22,21,81,31,26,16,80,158,124,142,58,162,8,18,18,20,6,10,22,16,10,10,6,10,8,20,18,22,16,18,28,105,104,104,21,35,33,30,27,26,25,27,26,28,37,32,36,274,88,8,36,38,38,8,14,10,12,10,8,8,8,14,10,10,6,18,362
127.0,47,4You,none,112,927.8442410714284,491.83741071428574,1.2779464285714286,2.6486486486486487,219.51810810810807,75,48,43,18,7,14,52,14,15,13,48,43,18,7,14,52,14,15,13,62,106,56,82,34,108,6,2,10,6,8,8,14,10,10,10,8,8,6,6,10,14,10,2,28,105,91,0,0,18,17,16,18,17,17,20,16,19,28,21,17,168,56,6,40,28,0,0,6,0,4,4,6,10,14,6,0,12,10,2,224
132.0,48,4You,none,68,939.2666176470588,497.1266176470588,1.2916176470588234,2.45,196.552,48,30,32,9,7,7,29,7,6,9,30,32,9,7,7,29,7,6,9,38,66,32,52,20,64,4,12,2,2,8,4,4,2,2,2,8,4,4,2,2,4,2,12,28,105,3,0,0,12,8,9,9,9,8,9,9,10,18,17,18,100,36,10,30,0,0,0,6,2,2,4,2,4,2,2,2,8,2,4,136
137.0,60,4You,none,114,901.1431578947368,486.4533333333333,1.2644736842105264,2.4054054054054053,218.61567567567567,77,45,59,17,15,13,43,8,13,15,45,59,17,15,13,43,8,13,15,74,92,62,106,30,92,10,12,6,8,12,8,2,8,8,8,12,8,10,8,6,2,8,12,28,105,95,0,0,18,17,16,19,17,16,19,17,19,27,25,18,163,65,6,40,28,0,0,8,8,8,6,4,4,8,2,10,6,6,4,228
139.0,31,4You,none,106,962.9899056603772,546.4043396226415,1.4200943396226415,2.5161290322580645,231.34806451612903,75,52,43,8,20,15,36,11,19,8,52,43,8,20,15,36,11,19,8,60,76,76,98,28,86,12,8,8,6,2,6,4,12,4,4,2,6,12,6,8,4,12,8,28,105,79,0,0,17,17,17,18,17,17,20,16,19,20,16,18,168,44,12,34,16,0,0,2,2,6,4,10,4,4,4,6,8,4,8,212
141.0,39,4You,none,30,960.6256666666668,528.9590000000001,1.3743333333333332,2.363636363636364,222.7009090909091,19,13,13,2,4,1,14,4,6,3,13,13,2,4,1,14,4,6,3,16,28,16,34,10,16,2,4,4,0,0,0,6,4,2,2,0,0,2,0,4,6,4,4,28,32,0,0,0,9,8,9,6,0,0,0,0,2,9,9,8,49,11,12,10,0,0,0,2,2,2,4,0,0,0,0,0,4,2,6,60
147.0,55,4You,none,26,851.7071153846153,448.93,1.1665384615384615,1.6666666666666667,184.3788888888889,17,10,9,2,2,6,13,3,2,5,10,9,2,2,6,13,3,2,5,16,22,14,18,8,26,0,2,0,2,2,2,6,2,2,2,2,2,0,2,0,6,2,2,28,24,0,0,0,10,8,6,0,0,0,0,0,2,9,8,9,39,13,8,10,0,0,0,4,2,4,0,0,0,0,0,0,4,2,2,52
150.0,39,4You,none,17,875.3705882352941,451.1294117647059,1.1723529411764706,2.7142857142857144,201.33571428571423,10,6,7,1,1,5,8,2,1,3,6,7,1,1,5,8,2,1,3,8,14,12,12,2,20,0,6,0,6,0,0,0,2,0,0,0,0,0,6,0,0,2,6,28,6,0,0,0,6,0,0,0,0,0,0,0,2,9,9,8,25,9,12,2,0,0,0,2,0,0,0,0,0,0,0,0,4,6,2,34
151.0,40,4You,none,96,919.3421354166668,496.70447916666666,1.2905208333333331,2.636363636363636,199.525,74,39,41,14,9,10,45,14,7,13,39,41,14,9,10,45,14,7,13,56,78,58,88,28,76,4,12,10,4,0,8,2,2,2,2,0,8,4,4,10,2,2,12,28,105,59,0,0,18,16,17,19,16,17,17,9,10,19,16,18,138,54,4,32,8,0,0,2,4,4,4,6,4,4,2,4,4,2,4,192
155.0,26,4You,none,178,905.4364325842696,490.92376404494377,1.2759550561797752,2.709090909090909,213.28781818181815,123,73,74,17,23,17,81,24,25,22,73,74,17,23,17,81,24,25,22,102,158,96,156,50,150,16,14,10,8,14,14,12,10,12,12,14,14,16,8,10,12,10,14,28,105,104,105,14,35,30,26,27,25,26,27,26,28,37,33,36,263,93,8,30,34,34,4,4,6,6,12,12,12,6,8,10,8,16,10,356
157.0,42,4You,none,143,908.1637762237764,509.8313986013986,1.324965034965035,2.333333333333333,222.38431372549024,92,49,64,14,16,16,66,21,22,18,49,64,14,16,16,66,21,22,18,88,108,90,140,34,112,18,12,6,14,10,12,8,18,4,4,10,12,18,14,6,8,18,12,28,105,104,49,0,27,23,27,26,26,23,19,17,19,28,24,27,214,72,6,38,44,14,0,10,12,6,4,4,8,8,8,8,12,10,12,286
160.0,43,4You,none,55,953.5601818181818,533.2458181818182,1.3854545454545455,2.4615384615384617,189.92,42,18,21,10,6,5,23,10,7,10,18,21,10,6,5,23,10,7,10,34,46,30,52,14,44,2,4,2,2,4,4,6,0,2,2,4,4,2,2,2,6,0,4,28,82,0,0,0,9,8,9,9,9,8,10,8,10,13,9,8,90,20,6,20,0,0,0,2,2,0,4,2,2,4,2,2,4,0,2,110
165.0,62,4You,none,26,934.0817307692308,525.7903846153846,1.3661538461538465,2.0,248.95111111111112,17,11,8,1,1,3,12,5,7,4,11,8,1,1,3,12,5,7,4,20,22,10,20,6,26,2,2,4,4,2,0,2,2,0,0,2,0,2,4,4,2,2,2,28,24,0,0,0,10,8,6,0,0,0,0,0,2,9,9,8,41,11,10,8,0,0,0,4,4,0,0,0,0,0,0,0,4,4,2,52
166.0,65,4You,none,137,953.094197080292,522.5313868613139,1.357737226277372,2.4565217391304346,209.51652173913044,91,54,50,15,20,15,65,17,17,21,54,50,15,20,15,65,17,17,21,80,118,76,118,32,124,10,16,14,12,0,12,14,12,2,2,0,12,10,12,14,14,12,16,28,105,104,37,0,28,23,26,26,21,16,19,17,19,27,25,27,217,57,4,40,34,14,0,8,6,10,8,6,8,8,2,8,6,10,12,274
169.0,55,4You,none,121,931.2380991735536,516.2395041322314,1.3416528925619835,2.4545454545454546,200.7190909090909,88,50,55,13,17,16,42,17,15,17,50,55,13,17,16,42,17,15,17,76,102,64,88,30,124,10,12,0,8,10,8,10,4,4,4,10,8,10,8,0,10,4,12,28,105,104,5,0,23,16,17,18,18,16,19,17,19,28,24,27,183,59,4,32,26,4,0,6,4,0,10,6,4,6,6,2,8,6,8,242
170.0,36,4You,none,110,913.016,502.018,1.3046363636363636,2.6666666666666665,213.15454545454543,77,44,50,12,18,14,42,6,16,18,44,50,12,18,14,42,6,16,18,64,88,68,80,34,106,10,14,6,6,6,8,2,8,6,6,6,8,10,6,6,2,8,14,28,105,87,0,0,18,16,17,18,18,16,18,18,19,28,16,18,165,55,12,36,18,0,0,4,4,6,2,4,4,10,4,6,8,8,6,220
172.0,44,4You,none,4,882.3,515.315,1.3375,2.0,179.73666666666668,1,3,1,1,0,0,1,1,0,1,3,1,1,0,0,1,1,0,1,2,0,6,4,0,4,0,0,2,0,0,2,2,0,0,0,0,2,0,0,2,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,8
174.0,59,4You,none,198,890.9612121212122,487.6936363636364,1.2672222222222222,2.442622950819672,211.92377049180328,137,78,91,25,24,23,79,19,20,37,78,91,25,24,23,79,19,20,37,132,156,108,178,64,154,24,32,10,12,8,10,14,8,4,4,8,10,24,12,10,14,8,32,28,105,105,104,54,34,31,36,36,34,34,31,25,28,36,34,37,299,97,8,50,24,34,6,6,6,14,8,10,12,12,6,6,12,10,20,396
